Gender,Age,Married,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
1,53,0,0,34.122671,-118.112911,0,19,29.52,0,1,5.0,0,0,0,0,0,0,0,1,0,1,0,45.0,865.85,22.55,0,560.88,1404.18,1
1,37,1,1,37.84771,-120.486589,3,61,43.08,0,2,19.0,0,1,1,1,1,1,1,1,1,0,1,103.9,6449.15,0.0,0,2627.88,9077.03,1
1,46,0,0,34.196837,-118.142236,0,4,33.93,0,0,20.0,0,0,0,0,0,0,0,1,0,1,0,-8.0,199.75,0.0,0,135.72,335.47,1
1,23,0,0,39.361283,-123.784599,0,1,48.03,0,0,73.0,0,0,0,0,0,0,1,1,0,0,1,45.05,45.05,0.0,0,48.03,93.08,0
1,40,1,0,39.225634,-121.156163,1,52,38.37,0,2,14.0,1,0,0,0,1,0,0,1,0,0,0,84.1,4348.65,0.0,0,1995.24,6343.89,0
1,77,1,0,32.85723,-117.209774,1,24,16.1,0,0,12.0,0,0,1,0,1,1,1,1,0,1,0,93.15,2231.05,0.0,0,386.4,2617.45,0
1,39,0,0,32.677716,-117.047666,0,43,19.66,1,2,28.0,0,0,0,0,0,0,0,1,0,1,1,75.35,3161.4,0.0,0,845.38,4006.78,1
1,27,0,0,38.93706,-123.118111,0,2,29.69,0,0,52.0,0,0,0,0,0,0,1,0,0,0,0,46.05,80.35,0.0,10,59.38,149.73,0
1,21,0,0,32.807867,-117.060993,0,24,3.72,0,0,59.0,0,1,0,0,0,0,0,1,0,1,2,49.7,1218.25,0.0,0,89.28,1307.53,1
1,78,1,0,39.724433,-123.767578,0,41,22.56,1,2,15.0,0,0,1,0,1,1,0,1,0,1,0,99.8,4259.3,8.88,0,924.96,5175.38,0
0,49,1,0,33.362575,-117.299644,1,14,29.18,1,2,19.0,0,0,1,0,0,1,1,1,0,1,0,87.25,1258.6,0.0,0,408.52,1667.12,0
0,57,1,0,38.984756,-121.345074,9,64,23.29,0,1,25.0,0,1,1,1,0,1,1,1,2,1,1,68.3,4378.8,0.0,0,1490.56,5869.36,1
0,29,0,0,39.24124,-120.054765,0,27,1.31,0,0,53.0,0,1,0,1,0,0,0,1,0,1,2,56.15,1439.35,0.0,0,35.37,1474.72,1
1,79,0,0,32.912664,-116.635387,0,35,3.04,0,1,18.0,0,0,1,1,1,1,0,1,1,1,0,73.0,2471.25,0.0,0,106.4,2577.65,1
1,20,0,1,40.737431,-124.108897,0,1,41.39,0,0,48.0,0,0,0,1,0,1,1,1,0,1,1,59.55,59.55,0.0,0,41.39,100.94,1
0,62,0,0,40.367964,-122.937379,0,1,12.4,0,2,28.0,0,0,0,0,0,0,0,1,0,0,0,68.65,68.65,0.0,0,12.4,81.05,0
1,74,0,0,38.394091,-122.739814,0,43,39.12,0,2,6.0,0,0,0,0,1,1,1,1,0,1,2,89.55,3856.75,0.0,0,1682.16,5538.91,0
0,69,1,0,38.093701,-122.276589,1,53,30.09,1,2,12.0,0,0,0,0,1,1,0,1,1,1,1,95.85,5016.25,18.85,0,1594.77,6592.17,1
0,50,0,0,38.954144,-121.482536,0,17,24.31,1,1,21.0,0,0,1,0,0,0,0,1,1,1,2,55.85,937.5,0.0,0,413.27,1350.77,0
0,67,0,0,35.38381,-119.730885,0,20,29.29,1,2,15.0,0,0,0,0,0,1,1,1,0,1,1,85.8,1727.5,0.0,0,585.8,2313.3,0
0,52,0,0,32.957195,-117.202542,0,61,23.45,1,1,8.0,1,1,1,1,1,1,1,1,2,0,0,89.65,5308.7,0.0,0,1430.45,6739.15,1
0,74,0,0,33.848733,-117.788357,0,4,48.35,1,0,24.0,0,0,1,0,1,0,0,1,0,1,0,89.2,346.2,0.0,0,193.4,539.6,0
1,24,0,0,37.609095,-121.263381,0,1,35.77,0,2,69.0,0,0,0,0,0,1,1,1,0,0,0,80.5,80.5,0.0,0,35.77,116.27,0
1,49,0,0,37.639029,-120.964772,0,1,19.98,0,2,5.0,0,0,0,0,0,1,1,1,0,1,0,79.25,79.25,0.0,0,19.98,99.23,0
0,54,0,0,32.85723,-117.209774,0,2,5.32,1,2,20.0,0,0,1,0,0,0,0,1,0,0,1,80.6,155.8,0.0,0,10.64,166.44,0
0,64,1,0,33.507255,-117.029473,1,40,2.03,1,2,19.0,0,0,1,1,0,0,0,1,0,1,0,84.85,3303.05,0.0,0,81.2,3384.25,0
0,38,0,0,40.198234,-120.18089,0,34,2.82,0,2,2.0,0,1,1,1,1,1,1,1,0,1,0,105.1,3634.8,0.0,0,95.88,3730.68,1
0,49,0,0,33.8681,-118.067402,0,13,29.21,1,2,22.0,0,0,0,0,0,1,1,1,0,1,0,85.95,1215.65,0.0,0,379.73,1595.38,1
1,75,1,0,33.475493,-117.219551,5,72,28.5,1,2,5.0,1,1,1,0,0,1,0,1,2,1,1,102.65,7550.3,0.0,0,2052.0,9602.3,1
1,69,1,0,34.202494,-118.448048,1,2,7.29,0,2,14.0,0,0,1,0,0,0,0,1,2,1,0,74.2,140.1,0.0,0,14.58,154.68,1
1,64,1,0,39.493991,-122.286363,4,69,44.33,0,0,18.0,1,1,1,1,1,0,0,1,2,1,0,75.75,5388.15,0.0,0,3058.77,8446.92,1
1,68,0,0,33.912246,-118.236773,0,57,32.12,1,2,15.0,0,1,0,1,1,1,0,0,2,1,0,104.9,5913.95,1.69,90,1830.84,7833.1,1
0,61,1,0,35.369553,-120.763864,4,35,10.43,0,2,4.0,0,0,0,0,0,0,0,0,0,1,0,70.3,2416.55,0.0,80,365.05,2861.6,0
1,47,1,3,32.587557,-116.636816,9,69,26.35,1,1,53.0,1,0,1,1,1,1,1,1,2,0,0,86.9,6194.1,0.0,0,1818.15,8012.25,1
0,50,1,0,41.096569,-121.879082,1,63,1.93,1,2,21.0,0,1,1,0,1,1,1,0,1,1,0,107.5,6873.75,0.0,60,121.59,7055.34,0
0,58,0,3,37.921137,-122.657562,0,41,38.94,0,1,28.0,0,0,0,0,0,0,0,1,0,0,0,45.2,1841.9,0.0,0,1596.54,3438.44,1
1,31,1,0,40.965011,-124.015255,1,72,34.87,1,2,8.0,1,1,1,1,1,1,1,1,1,1,0,117.8,8684.8,0.0,0,2510.64,11195.44,0
0,26,0,0,40.89866,-123.539754,0,59,1.94,1,1,73.0,1,1,1,1,0,1,1,1,1,0,1,79.85,4786.1,0.0,0,114.46,4900.56,1
1,46,1,0,34.936,-120.594655,5,40,12.97,0,2,24.0,0,1,1,0,0,0,0,1,1,0,0,80.8,3132.75,0.0,0,518.8,3651.55,1
1,31,0,0,32.852947,-114.850784,0,2,11.19,0,2,14.0,0,0,0,0,0,0,0,0,0,1,0,69.8,146.65,0.0,10,22.38,179.03,1
1,36,1,1,33.215251,-116.53633,10,68,34.62,1,2,18.0,0,1,0,0,1,1,1,1,1,1,1,101.05,6770.5,0.0,0,2354.16,9124.66,1
1,48,1,2,33.734933,-117.044145,1,1,41.1,0,1,18.0,0,0,0,0,0,0,0,1,0,0,0,44.55,44.55,0.0,0,41.1,85.65,1
0,24,1,0,32.619465,-116.593605,8,72,16.15,1,2,52.0,1,1,0,0,0,0,1,1,2,1,0,84.05,6052.25,0.0,0,1162.8,7215.05,1
0,61,1,0,37.515556,-122.502311,9,2,7.49,0,2,14.0,0,0,0,0,0,0,0,1,0,1,1,70.4,154.8,0.0,0,14.98,169.78,1
1,42,0,0,39.904002,-121.527823,0,37,44.52,1,1,6.0,1,1,1,1,1,1,1,1,1,1,0,90.6,3358.65,8.96,0,1647.24,4996.93,1
1,29,0,3,34.087558,-117.464096,0,18,41.08,1,2,48.0,0,0,1,0,0,0,0,1,0,1,1,80.55,1406.65,0.0,0,739.44,2146.09,1
0,36,0,0,39.578792,-120.780786,0,4,24.09,0,2,17.0,0,1,0,0,0,0,0,1,0,1,0,76.65,333.6,0.0,0,96.36,429.96,0
1,46,1,1,34.845861,-118.885163,10,1,11.45,0,2,14.0,0,0,0,0,0,0,0,1,0,1,1,69.95,69.95,0.0,0,11.45,81.4,1
0,76,1,0,34.167926,-118.267539,0,38,3.42,0,2,15.0,1,0,0,0,0,1,0,1,2,1,0,83.45,3147.15,24.98,0,129.96,3252.13,1
1,28,1,0,39.748037,-122.302169,7,56,46.9,1,2,48.0,1,0,0,0,1,1,1,1,1,1,0,100.55,5514.95,0.0,0,2626.4,8141.35,1
0,37,0,0,32.607964,-117.059459,0,30,22.64,1,1,18.0,0,1,1,0,1,0,0,1,1,1,1,68.95,2038.7,0.0,0,679.2,2717.9,1
1,64,1,2,37.982716,-120.343732,1,72,28.63,1,1,19.0,1,1,1,1,1,1,1,1,2,0,1,88.7,6501.35,0.0,0,2061.36,8562.71,1
0,64,1,1,33.044541,-116.833922,1,53,28.36,1,2,17.0,1,1,1,1,0,1,1,1,2,1,0,104.05,5566.4,0.0,0,1503.08,7069.48,1
1,44,1,0,41.737962,-123.07557,1,46,10.13,1,2,3.0,0,1,1,0,1,0,0,1,1,1,0,94.65,4312.5,0.0,0,465.98,4778.48,1
0,22,1,0,36.869584,-118.189241,1,8,38.83,0,2,76.0,0,0,1,0,1,1,1,1,0,1,0,94.2,777.3,0.0,0,310.64,1087.94,0
1,76,0,0,38.232389,-122.324944,0,13,49.9,0,1,30.0,0,1,0,0,1,0,0,1,0,1,0,59.9,788.35,0.0,0,648.7,1437.05,1
1,59,1,3,38.161321,-122.271588,6,40,11.5,1,2,22.0,1,1,0,1,1,1,1,1,0,1,1,110.1,4469.1,0.0,0,460.0,4929.1,1
0,71,1,0,33.548869,-117.334165,0,59,19.14,1,2,13.0,1,1,1,1,0,0,0,0,1,1,0,94.05,5483.9,0.0,30,1129.26,6643.16,1
0,41,1,3,38.93496,-122.792243,7,50,47.48,0,2,27.0,0,0,1,1,1,1,1,1,1,0,1,103.05,5153.5,0.0,0,2374.0,7527.5,1
0,56,0,0,37.4695,-120.672724,0,46,46.83,1,1,2.0,1,0,1,0,1,1,1,1,2,0,2,79.2,3593.8,0.0,0,2154.18,5747.98,1
0,45,0,3,34.255203,-117.175654,0,18,42.45,1,1,28.0,1,0,0,0,0,1,1,1,0,0,0,64.8,1166.7,0.0,0,764.1,1930.8,1
1,47,0,2,33.874224,-117.993368,0,1,11.86,0,0,13.0,1,0,0,0,0,0,0,1,0,0,1,50.6,50.6,0.0,0,11.86,62.46,0
1,28,0,0,38.608405,-121.449942,0,4,42.33,1,2,76.0,0,0,0,1,0,0,1,1,0,0,1,80.8,332.45,0.0,0,169.32,501.77,0
1,30,0,0,38.486938,-121.395805,0,5,36.52,1,2,27.0,0,1,1,0,0,0,0,1,0,1,0,85.3,424.15,0.0,0,182.6,606.75,0
0,64,1,0,34.001617,-118.222274,7,69,39.88,1,0,17.0,1,0,1,1,0,0,0,0,2,1,1,64.15,4254.1,0.0,40,2751.72,7045.82,1
1,41,1,0,34.424926,-117.184503,1,17,16.61,0,2,3.0,0,0,0,0,1,0,0,1,0,0,0,80.85,1400.85,0.0,0,282.37,1683.22,0
1,71,1,0,38.546999,-120.271114,1,24,2.05,1,2,22.0,1,0,0,0,0,0,0,1,0,1,0,78.85,1772.25,0.0,0,49.2,1821.45,0
0,69,0,0,38.105733,-122.186338,0,62,19.52,1,2,3.0,0,0,0,0,1,0,0,1,1,0,0,84.45,4959.15,0.0,0,1210.24,6169.39,1
1,49,0,0,33.362575,-117.299644,0,12,11.12,0,1,14.0,0,0,0,0,0,0,0,1,0,1,0,45.4,518.9,0.0,0,133.44,652.34,0
0,64,0,0,37.160194,-121.945611,0,9,48.38,0,2,8.0,0,0,1,0,0,1,1,0,0,1,1,85.3,781.4,0.0,10,435.42,1226.82,1
1,60,1,0,34.983808,-117.239306,3,4,32.43,0,2,13.0,0,0,0,0,1,0,0,1,0,1,0,80.35,307.4,0.0,0,129.72,437.12,0
1,60,0,0,40.390301,-123.412327,0,24,9.53,0,2,24.0,0,1,1,1,0,0,0,1,0,1,0,85.95,2107.15,0.0,0,228.72,2335.87,1
1,56,0,0,38.486938,-121.395805,0,2,6.47,0,1,21.0,0,0,0,0,0,0,0,1,0,1,0,45.15,98.5,0.0,0,12.94,111.44,0
0,41,0,0,37.770533,-122.445121,0,10,45.21,1,2,3.0,0,0,1,0,1,1,1,1,0,1,0,100.6,1060.2,0.0,0,452.1,1512.3,0
0,28,0,0,36.799648,-119.801247,0,67,35.99,0,1,73.0,1,1,0,1,0,0,0,1,1,0,1,60.5,3870.0,0.0,0,2411.33,6281.33,1
0,39,1,3,35.842889,-121.004862,1,7,18.91,0,1,29.0,1,1,1,0,1,0,0,1,1,0,0,69.45,477.05,0.0,0,132.37,609.42,1
0,34,0,0,37.601248,-122.403099,0,13,38.4,1,1,23.0,1,0,1,0,1,1,1,0,0,1,0,78.75,995.35,0.0,50,499.2,1544.55,1
0,47,0,0,35.861928,-118.636698,0,57,38.94,1,2,7.0,0,1,0,1,0,1,1,1,1,0,0,94.7,5468.95,0.0,0,2219.58,7688.53,1
0,74,1,0,38.749466,-121.184196,0,36,11.32,1,2,16.0,0,1,0,0,1,0,0,1,0,1,1,91.95,3301.05,17.76,0,407.52,3690.81,1
0,61,0,0,33.680031,-116.171678,0,66,13.28,1,1,24.0,1,1,1,1,1,1,1,1,2,1,1,90.05,5965.95,0.0,0,876.48,6842.43,1
0,33,0,0,40.012675,-120.101857,0,22,32.75,1,1,24.0,1,0,0,1,0,0,0,1,0,1,1,59.05,1253.5,0.0,0,720.5,1974.0,1
0,57,1,0,37.863843,-122.275684,1,17,25.79,1,0,12.0,1,0,1,0,1,0,0,1,0,0,0,94.4,1607.2,0.0,0,438.43,2045.63,0
0,75,0,0,32.886925,-117.152162,0,1,39.61,1,2,16.0,0,0,0,0,0,0,0,1,0,1,1,74.45,74.45,0.0,0,39.61,114.06,0
0,64,1,0,34.110444,-118.156957,1,11,25.67,1,2,18.0,0,0,0,0,1,1,1,1,0,1,0,94.0,1078.9,0.0,0,282.37,1361.27,0
0,27,1,0,34.031441,-117.936436,1,2,8.5,0,2,59.0,0,1,0,0,0,0,1,1,0,1,0,73.55,145.4,0.0,0,17.0,162.4,0
0,52,0,0,39.225634,-121.156163,0,3,17.01,0,2,28.0,0,1,0,0,1,1,1,1,0,0,0,95.4,293.15,0.0,0,51.03,344.18,1
1,51,0,0,34.936,-120.594655,0,4,7.26,0,2,29.0,0,0,1,0,0,0,0,1,0,1,0,74.8,321.9,0.0,0,29.04,350.94,0
1,38,1,3,34.965648,-117.001509,6,72,32.22,1,2,25.0,1,1,1,1,0,1,1,1,2,1,1,104.9,7732.65,0.0,0,2319.84,10052.49,1
0,46,0,0,40.267158,-123.805913,0,23,18.12,1,2,23.0,0,0,0,0,1,1,1,1,0,1,0,93.5,2341.55,0.0,0,416.76,2758.31,1
1,32,1,3,32.622999,-116.687855,5,40,13.86,1,1,75.0,0,0,1,0,1,1,1,1,0,1,0,74.55,3015.75,0.0,0,554.4,3570.15,1
0,44,0,0,36.185471,-119.375243,0,70,16.93,1,1,10.0,1,1,1,0,1,1,1,1,2,0,1,84.7,5991.05,0.0,0,1185.1,7176.15,1
0,68,1,0,38.875508,-121.765866,10,70,38.5,1,2,25.0,1,0,0,0,0,1,1,1,2,1,0,90.85,6470.1,0.0,0,2695.0,9165.1,1
0,58,0,0,39.559709,-120.345639,0,3,29.51,0,0,17.0,0,0,1,0,1,1,1,0,1,1,0,69.95,220.45,0.0,30,88.53,338.98,1
1,27,0,0,38.488431,-122.752839,0,69,5.71,1,2,73.0,1,1,1,0,1,1,1,1,2,1,1,110.05,7430.75,23.16,0,393.99,7801.58,1
0,58,0,0,34.074087,-117.605618,0,6,47.92,0,2,25.0,0,0,0,0,1,1,1,1,0,1,0,89.5,573.3,0.0,0,287.52,860.82,0
1,55,0,0,37.750021,-122.415201,0,72,45.41,1,0,20.0,1,1,1,1,1,1,1,1,2,0,0,92.0,6632.75,0.0,0,3269.52,9902.27,1
0,41,1,0,33.879983,-117.895482,1,67,3.2,1,1,23.0,0,1,1,1,1,1,1,1,2,0,0,86.15,5883.85,0.0,0,214.4,6098.25,1
0,74,1,0,33.752524,-118.210737,1,40,19.76,0,2,22.0,0,1,0,1,1,1,1,1,1,1,1,99.2,4062.2,0.0,0,790.4,4852.6,0
1,69,1,1,34.169706,-118.323548,1,29,49.36,1,2,19.0,0,0,1,0,1,1,0,1,0,1,0,103.95,2964.8,0.0,0,1431.44,4396.24,1
0,25,0,0,33.581045,-117.14719,0,29,16.38,1,2,82.0,0,0,0,0,0,0,0,1,0,1,0,74.2,1993.25,0.0,0,475.02,2468.27,1
0,22,1,0,34.402343,-119.094824,0,25,29.81,0,2,52.0,0,0,0,1,1,1,1,0,0,1,0,95.15,2395.7,0.0,80,745.25,3220.95,1
1,73,0,0,34.457005,-118.573726,0,55,8.93,1,2,21.0,1,0,0,0,1,1,1,1,0,1,0,98.8,5617.75,0.0,0,491.15,6108.9,0
0,54,1,0,36.993666,-119.348267,4,55,33.66,1,2,25.0,0,1,1,0,1,1,1,1,0,1,1,103.65,5676.65,0.0,0,1851.3,7527.95,1
0,34,0,0,38.852544,-120.837669,0,2,42.89,1,2,13.0,0,0,0,0,1,1,1,1,0,1,0,94.2,193.8,0.0,0,85.78,279.58,0
1,58,0,0,36.397745,-120.119911,0,62,22.64,1,2,9.0,0,0,1,0,1,1,1,1,1,1,0,96.75,6125.4,0.0,0,1403.68,7529.08,0
1,26,1,0,35.233745,-120.626442,10,29,3.35,0,2,59.0,0,0,1,0,0,0,0,1,0,1,1,75.3,2263.4,0.0,0,97.15,2360.55,1
1,44,0,0,38.184914,-120.364085,0,12,18.38,0,2,3.0,1,0,1,0,0,0,0,1,0,0,0,81.7,858.6,0.0,0,220.56,1079.16,0
0,25,0,2,34.152875,-118.486056,0,50,37.52,0,1,71.0,1,0,1,1,1,0,0,1,1,1,1,70.8,3478.15,0.0,0,1876.0,5354.15,1
1,19,1,1,38.25485,-122.461799,6,67,40.96,1,2,47.0,0,1,1,1,1,1,1,1,2,1,0,111.2,7530.8,0.0,0,2744.32,10275.12,1
0,63,1,0,34.084909,-117.258107,1,33,14.34,1,2,28.0,0,0,0,0,0,1,1,1,0,0,1,86.15,2745.7,0.0,0,473.22,3218.92,0
0,32,1,2,33.976328,-117.319786,3,37,1.12,0,0,23.0,1,1,0,0,1,1,1,1,1,0,0,75.1,2658.8,0.0,0,41.44,2700.24,1
1,21,0,0,36.732694,-119.783786,0,1,32.85,0,2,53.0,0,0,0,0,1,1,1,1,0,1,0,89.9,89.9,0.0,0,32.85,122.75,0
1,64,0,0,34.159007,-118.087353,0,8,11.58,1,2,7.0,0,0,0,0,0,0,0,1,0,1,0,74.85,572.45,0.0,0,92.64,665.09,1
1,57,0,0,39.099204,-121.137962,0,9,2.88,0,1,26.0,0,0,0,0,0,0,0,0,0,0,2,44.95,431.0,0.0,10,25.92,466.92,0
0,39,0,0,32.622999,-116.687855,0,38,20.14,1,1,13.0,1,1,1,0,0,0,0,1,0,1,0,66.15,2522.4,0.0,0,765.32,3287.72,1
1,43,0,0,40.664483,-123.865325,0,3,22.49,0,1,11.0,0,0,0,1,0,1,1,1,0,0,1,60.65,196.9,0.0,0,67.47,264.37,1
0,34,0,0,34.659579,-118.584212,0,10,43.26,1,2,21.0,0,1,1,0,0,1,1,1,0,1,0,94.85,953.45,0.0,0,432.6,1386.05,0
0,30,0,0,32.957195,-117.202542,0,1,34.47,1,2,59.0,0,0,0,0,0,1,1,1,0,0,1,85.8,85.8,0.0,0,34.47,120.27,0
0,21,1,0,32.787836,-117.232376,5,3,23.26,1,2,42.0,0,0,0,0,1,1,1,0,0,1,0,95.2,292.85,0.0,20,69.78,382.63,0
0,51,1,2,38.766036,-120.209673,10,56,25.9,1,0,30.0,1,1,1,1,1,0,0,1,2,0,1,81.25,4620.4,0.0,0,1450.4,6070.8,1
0,75,0,0,37.257772,-122.051824,0,53,16.74,0,2,15.0,0,1,0,0,0,0,0,1,0,1,1,73.8,4003.85,0.0,0,887.22,4891.07,1
0,35,0,0,33.960891,-118.032222,0,63,27.38,0,1,9.0,0,0,1,0,0,1,1,1,1,0,1,58.55,3503.5,0.0,0,1724.94,5228.44,1
1,64,0,0,33.897253,-117.792202,0,35,20.39,1,1,21.0,1,0,0,0,0,0,0,1,2,0,1,55.25,1924.1,0.0,0,713.65,2637.75,1
1,36,1,0,38.591134,-121.161585,1,41,45.03,1,2,10.0,0,0,1,1,1,1,1,1,1,1,0,102.6,4213.35,2.93,0,1846.23,6056.65,0
1,52,1,3,37.257063,-121.923037,8,14,2.96,1,1,76.0,1,1,0,0,0,1,1,1,0,0,1,69.2,944.65,0.0,0,41.44,986.09,1
0,41,1,3,34.19225,-118.776874,9,51,27.23,1,2,75.0,1,1,0,0,0,1,1,1,0,1,0,93.8,4539.35,0.0,0,1388.73,5928.08,1
0,37,0,0,37.28682,-121.723877,0,1,13.01,0,0,4.0,0,0,0,0,0,1,1,1,0,1,0,55.4,55.4,0.0,0,13.01,68.41,0
0,29,0,0,37.722302,-122.491129,0,1,13.04,0,2,46.0,0,0,0,0,0,0,0,1,0,1,1,69.95,69.95,0.0,0,13.04,82.99,0
0,49,1,0,32.858595,-115.662709,9,68,44.79,0,0,14.0,1,0,0,1,0,0,0,0,1,0,0,55.9,3848.8,0.0,20,3045.72,6914.52,1
1,77,0,0,40.923558,-122.059933,0,1,49.6,1,2,20.0,0,0,1,0,1,0,0,0,0,1,0,88.8,88.8,0.0,10,49.6,148.4,0
0,38,0,0,38.549185,-121.328386,0,60,16.81,0,2,21.0,0,1,1,0,1,1,1,1,2,1,0,99.65,5941.05,0.0,0,1008.6,6949.65,1
1,78,0,0,39.117537,-122.284654,0,7,32.4,1,2,7.0,0,0,0,0,0,0,0,1,0,0,1,73.75,545.15,0.0,0,226.8,771.95,0
1,38,1,2,33.929704,-118.01208,1,3,33.3,0,2,12.0,1,1,0,0,1,0,0,1,0,0,0,89.85,248.4,0.0,0,99.9,348.3,1
1,30,0,0,32.825086,-117.199424,0,5,46.88,1,2,59.0,0,0,0,0,0,0,0,1,0,1,0,75.9,357.75,0.0,0,234.4,592.15,0
0,62,1,2,34.159534,-116.425984,10,23,33.02,1,1,12.0,1,0,1,1,1,0,0,1,2,1,0,77.15,1759.4,0.0,0,759.46,2518.86,1
0,55,0,0,32.827184,-116.703729,0,1,34.48,0,0,9.0,0,0,0,0,0,0,0,1,0,0,1,43.95,43.95,0.0,0,34.48,78.43,0
0,33,0,0,36.525703,-120.952122,0,66,43.14,1,2,20.0,1,1,1,1,0,1,1,1,0,1,0,103.1,6595.0,0.0,0,2847.24,9442.24,1
0,28,0,0,38.733908,-120.453416,0,11,10.06,1,2,48.0,1,0,0,0,0,0,0,1,0,1,0,79.0,929.3,0.0,0,110.66,1039.96,1
1,44,0,0,34.159007,-118.087353,0,61,7.82,1,2,11.0,1,0,1,1,1,1,1,1,2,1,1,111.6,6876.05,0.0,0,477.02,7353.07,0
1,54,0,2,32.957195,-117.202542,0,2,14.88,1,1,12.0,1,1,0,0,0,0,0,1,0,0,0,60.95,134.6,0.0,0,29.76,164.36,1
1,34,1,0,32.957195,-117.202542,1,67,28.4,1,0,10.0,0,1,1,0,0,0,0,1,1,0,0,87.4,5918.8,0.0,0,1902.8,7821.6,0
1,63,0,0,39.281194,-122.226568,0,18,4.38,1,2,20.0,0,0,0,0,0,0,0,1,0,0,1,74.15,1387.0,0.0,0,78.84,1465.84,1
1,42,1,0,35.449881,-118.841442,1,18,34.17,1,2,16.0,0,0,0,0,1,1,1,1,0,1,0,94.75,1691.9,0.0,0,615.06,2306.96,1
0,32,0,0,33.794209,-118.317354,0,12,42.55,0,2,18.0,0,0,0,0,0,1,1,1,0,0,0,78.1,947.3,0.0,0,510.6,1457.9,0
0,73,1,0,33.362575,-117.299644,5,27,10.19,1,2,27.0,1,0,0,1,1,1,0,1,0,1,0,104.3,2867.75,0.0,0,275.13,3142.88,0
0,60,1,1,33.991782,-118.479229,5,61,18.26,1,2,19.0,1,1,1,0,0,1,1,0,1,1,1,100.7,6018.65,0.0,90,1113.86,7222.51,1
0,25,1,0,37.791481,-121.903253,1,65,27.69,1,2,52.0,0,1,1,1,1,1,1,1,2,1,0,107.65,7082.85,0.0,0,1799.85,8882.7,1
0,42,0,0,38.339996,-122.935056,0,2,14.7,0,1,13.0,0,1,0,0,0,0,0,0,0,1,1,49.05,91.1,0.0,40,29.4,160.5,0
1,73,1,0,37.218705,-121.762429,3,2,4.19,1,2,11.0,0,0,0,0,1,0,0,0,0,1,1,86.85,156.35,0.0,40,8.38,204.73,0
1,34,1,1,38.049292,-122.228415,6,25,37.97,0,1,22.0,1,0,0,1,0,0,0,1,0,0,0,54.3,1296.8,0.0,0,949.25,2246.05,1
1,21,1,0,36.959731,-120.653519,1,60,33.25,0,2,52.0,0,1,1,0,1,0,1,1,1,0,0,90.95,5453.4,0.0,0,1995.0,7448.4,0
0,32,1,0,34.049671,-117.468896,0,8,26.41,1,2,16.0,0,0,0,0,0,1,1,1,0,1,1,85.2,627.4,0.0,0,211.28,838.68,0
1,75,1,0,39.298065,-123.25211,3,72,16.72,1,0,9.0,1,1,1,0,1,1,0,1,2,0,1,84.45,5899.85,0.0,0,1203.84,7103.69,1
1,24,0,0,36.141319,-119.129075,0,5,41.29,0,1,51.0,1,0,1,0,0,0,0,1,0,1,1,55.8,274.35,0.0,0,206.45,480.8,1
0,43,1,0,34.279221,-119.221437,1,59,29.6,0,2,12.0,1,0,1,0,0,0,0,1,1,1,1,81.25,4639.45,0.0,0,1746.4,6385.85,1
0,19,1,0,33.884073,-117.732197,6,49,28.42,1,1,41.0,0,0,0,0,0,0,1,0,0,1,1,52.15,2583.75,0.0,50,1392.58,4026.33,1
0,29,1,2,39.531028,-121.24807,6,51,2.53,0,2,71.0,1,1,0,0,0,0,0,1,0,1,0,79.15,4018.55,0.0,0,129.03,4147.58,1
0,56,0,1,37.991259,-122.214945,0,2,5.3,1,2,11.0,1,0,0,0,0,0,0,1,0,0,1,80.55,188.1,0.0,0,10.6,198.7,1
1,25,1,3,37.509366,-122.306132,1,72,20.79,1,2,59.0,1,1,0,1,0,1,1,1,2,1,1,97.75,6991.6,0.0,0,1496.88,8488.48,1
0,49,0,0,37.965695,-121.260051,0,63,23.62,1,2,21.0,1,1,1,0,1,0,0,1,2,0,1,98.0,6218.45,0.0,0,1488.06,7706.51,1
0,58,0,0,34.159534,-116.425984,0,4,1.1,1,0,19.0,0,0,0,1,1,0,0,1,0,1,1,64.4,253.0,0.0,0,4.4,257.4,1
1,32,1,0,34.536232,-118.082935,2,17,45.35,0,1,11.0,1,1,0,0,0,1,1,1,1,0,1,64.8,1175.6,0.0,0,770.95,1946.55,1
1,61,0,0,36.727418,-120.123526,0,6,11.97,0,2,27.0,0,1,0,0,1,0,0,1,0,1,0,85.35,489.45,0.0,0,71.82,561.27,0
1,21,0,0,34.074492,-118.01462,0,56,25.41,1,2,51.0,0,1,0,1,0,1,1,1,0,1,0,94.45,5124.6,0.0,0,1422.96,6547.56,0
0,52,1,0,32.886925,-117.152162,1,13,17.83,0,2,10.0,0,0,0,0,1,1,1,1,0,0,0,88.35,1222.8,0.0,0,231.79,1454.59,0
0,59,1,0,32.690654,-115.431225,1,6,6.94,0,1,28.0,0,0,0,1,0,0,0,1,0,1,0,49.15,270.8,0.0,0,41.64,312.44,0
